country,os,count,day,month,weekday,ordinal_day
XX,Y,4207723,6,4,6,97
XY,T,9,6,4,6,97
XY,W,14738,6,4,6,97
XY,X,318442,6,4,6,97
XY,Y,1047346,6,4,6,97
XZ,T,1,6,4,6,97
XZ,W,21856,6,4,6,97
XZ,X,221340,6,4,6,97
XZ,Y,895655,6,4,6,97
YX,T,1,6,4,6,97
YX,W,12371,6,4,6,97
YX,X,84241,6,4,6,97
YX,Y,357007,6,4,6,97
YY,T,4,6,4,6,97
YY,W,10090,6,4,6,97
YY,X,517716,6,4,6,97
YY,Y,3866394,6,4,6,97
YZ,W,33,6,4,6,97
YZ,X,10519,6,4,6,97
YZ,Y,12933,6,4,6,97
ZX,T,3,6,4,6,97
ZX,W,469,6,4,6,97
ZX,X,56592,6,4,6,97
ZX,Y,144167,6,4,6,97
XX,T,84,7,4,7,98
XX,W,306070,7,4,7,98
XX,X,1206718,7,4,7,98
XX,Y,4078041,7,4,7,98
XY,T,6,7,4,7,98
XY,W,13819,7,4,7,98
XY,X,301321,7,4,7,98
XY,Y,1008383,7,4,7,98
XZ,T,1,7,4,7,98
XZ,W,20775,7,4,7,98
XZ,X,223512,7,4,7,98
XZ,Y,877352,7,4,7,98
YX,W,12713,7,4,7,98
YX,X,88246,7,4,7,98
YX,Y,364704,7,4,7,98
YY,T,3,7,4,7,98
YY,W,8853,7,4,7,98
YY,X,469970,7,4,7,98
YY,Y,3552822,7,4,7,98
YZ,W,33,7,4,7,98
YZ,X,10440,7,4,7,98
YZ,Y,12029,7,4,7,98
ZX,W,439,7,4,7,98
ZX,X,53887,7,4,7,98
ZX,Y,139554,7,4,7,98
XX,T,63,8,4,1,99
XX,W,355923,8,4,1,99
XX,X,1419276,8,4,1,99
XX,Y,4471024,8,4,1,99
XY,T,8,8,4,1,99
XY,W,16532,8,4,1,99
XY,X,361163,8,4,1,99
XY,Y,1122380,8,4,1,99
XZ,T,2,8,4,1,99
XZ,W,21625,8,4,1,99
XZ,X,225754,8,4,1,99
XZ,Y,893890,8,4,1,99
YX,W,12423,8,4,1,99
YX,X,84303,8,4,1,99
YX,Y,362045,8,4,1,99
YY,T,2,8,4,1,99
YY,W,9485,8,4,1,99
YY,X,477103,8,4,1,99
YY,Y,3674803,8,4,1,99
YZ,W,40,8,4,1,99
YZ,X,11486,8,4,1,99
YZ,Y,13746,8,4,1,99
ZX,T,3,8,4,1,99
ZX,W,464,8,4,1,99
ZX,X,58247,8,4,1,99
ZX,Y,148907,8,4,1,99
XX,T,74,9,4,2,100
XX,W,370625,9,4,2,100
XX,X,1464506,9,4,2,100
XX,Y,4557237,9,4,2,100
XY,T,6,9,4,2,100
XY,W,16917,9,4,2,100
XY,X,369249,9,4,2,100
XY,Y,1133774,9,4,2,100
XZ,T,3,9,4,2,100
XZ,W,20790,9,4,2,100
XZ,X,216099,9,4,2,100
XZ,Y,866597,9,4,2,100
YX,T,1,9,4,2,100
YX,W,12254,9,4,2,100
YX,X,81336,9,4,2,100
YX,Y,357226,9,4,2,100
YY,T,3,9,4,2,100
YY,W,8689,9,4,2,100
YY,X,440438,9,4,2,100
YY,Y,3446233,9,4,2,100
YZ,W,47,9,4,2,100
YZ,X,11023,9,4,2,100
YZ,Y,13552,9,4,2,100
ZX,T,2,9,4,2,100
ZX,W,465,9,4,2,100
ZX,X,58302,9,4,2,100
ZX,Y,148674,9,4,2,100
XX,T,76,10,4,3,101
XX,W,379543,10,4,3,101
XX,X,1474590,10,4,3,101
XX,Y,4575760,10,4,3,101
XY,T,7,10,4,3,101
XY,W,16909,10,4,3,101
XY,X,373850,10,4,3,101
XY,Y,1137806,10,4,3,101
XZ,T,2,10,4,3,101
XZ,W,21352,10,4,3,101
XZ,X,213788,10,4,3,101
XZ,Y,898621,10,4,3,101
YX,W,12835,10,4,3,101
YX,X,84520,10,4,3,101
YX,Y,372913,10,4,3,101
YY,T,4,10,4,3,101
YY,W,7026,10,4,3,101
YY,X,375756,10,4,3,101
YY,Y,2892479,10,4,3,101
YZ,W,48,10,4,3,101
YZ,X,10858,10,4,3,101
YZ,Y,13758,10,4,3,101
ZX,T,2,10,4,3,101
ZX,W,458,10,4,3,101
ZX,X,56132,10,4,3,101
ZX,Y,145470,10,4,3,101
XX,T,69,11,4,4,102
XX,W,378353,11,4,4,102
XX,X,1533530,11,4,4,102
XX,Y,4626686,11,4,4,102
XY,T,4,11,4,4,102
XY,W,17416,11,4,4,102
XY,X,396991,11,4,4,102
XY,Y,1164217,11,4,4,102
XZ,T,4,11,4,4,102
XZ,W,21931,11,4,4,102
XZ,X,241056,11,4,4,102
XZ,Y,926137,11,4,4,102
YX,W,13100,11,4,4,102
YX,X,85424,11,4,4,102
YX,Y,377621,11,4,4,102
YY,T,3,11,4,4,102
YY,W,8194,11,4,4,102
YY,X,438198,11,4,4,102
YY,Y,3404451,11,4,4,102
YZ,W,50,11,4,4,102
YZ,X,11338,11,4,4,102
YZ,Y,13894,11,4,4,102
ZX,T,1,11,4,4,102
ZX,W,537,11,4,4,102
ZX,X,63413,11,4,4,102
ZX,Y,156586,11,4,4,102
XX,T,62,12,4,5,103
XX,W,376426,12,4,5,103
XX,X,1491587,12,4,5,103
XX,Y,4591858,12,4,5,103
XY,T,4,12,4,5,103
XY,W,16913,12,4,5,103
XY,X,379072,12,4,5,103
XY,Y,1135453,12,4,5,103
XZ,T,4,12,4,5,103
XZ,W,21321,12,4,5,103
XZ,X,237069,12,4,5,103
XZ,Y,904496,12,4,5,103
YX,W,12632,12,4,5,103
YX,X,84934,12,4,5,103
YX,Y,367092,12,4,5,103
YY,T,2,12,4,5,103
YY,W,8865,12,4,5,103
YY,X,464796,12,4,5,103
YY,Y,3604664,12,4,5,103
YZ,W,47,12,4,5,103
YZ,X,11315,12,4,5,103
YZ,Y,14037,12,4,5,103
ZX,T,2,12,4,5,103
ZX,W,509,12,4,5,103
ZX,X,64935,12,4,5,103
ZX,Y,157144,12,4,5,103
XX,T,63,13,4,6,104
XX,W,341917,13,4,6,104
XX,X,1309921,13,4,6,104
XX,Y,4288238,13,4,6,104
XY,T,10,13,4,6,104
XY,W,15238,13,4,6,104
XY,X,346272,13,4,6,104
XY,Y,1067050,13,4,6,104
XZ,T,3,13,4,6,104
XZ,W,21806,13,4,6,104
XZ,X,249004,13,4,6,104
XZ,Y,912699,13,4,6,104
YX,W,13363,13,4,6,104
YX,X,91290,13,4,6,104
YX,Y,375708,13,4,6,104
YY,T,3,13,4,6,104
YY,W,9332,13,4,6,104
YY,X,503258,13,4,6,104
YY,Y,3730101,13,4,6,104
YZ,W,43,13,4,6,104
YZ,X,10853,13,4,6,104
YZ,Y,13237,13,4,6,104
ZX,T,1,13,4,6,104
ZX,W,477,13,4,6,104
ZX,X,61628,13,4,6,104
ZX,Y,150820,13,4,6,104
XX,T,46,14,4,7,105
XX,W,314151,14,4,7,105
XX,X,1266361,14,4,7,105
XX,Y,4102527,14,4,7,105
XY,T,6,14,4,7,105
XY,W,14332,14,4,7,105
XY,X,329497,14,4,7,105
XY,Y,1032913,14,4,7,105
XZ,T,3,14,4,7,105
XZ,W,21361,14,4,7,105
XZ,X,254206,14,4,7,105
XZ,Y,901768,14,4,7,105
YX,W,13747,14,4,7,105
YX,X,96549,14,4,7,105
YX,Y,382639,14,4,7,105
YY,T,2,14,4,7,105
YY,W,8940,14,4,7,105
YY,X,496102,14,4,7,105
YY,Y,3619637,14,4,7,105
YZ,W,41,14,4,7,105
YZ,X,10559,14,4,7,105
YZ,Y,12804,14,4,7,105
ZX,W,473,14,4,7,105
ZX,X,58341,14,4,7,105
ZX,Y,145023,14,4,7,105
